2.0911	-0.2353
1.3071	-0.1661
0.0621	0.0231
0.6237	0.3740
9.4532	-1.0631
6.3762	-0.5833
5.7307	-0.4563
3.3449	0.0038
0.0008	0.0002
0.0024	-0.0006
1.4205	-0.1120
3.3449	0.0038
4.7486	-0.4486
3.0024	-0.1713
3.0128	-0.1574
3.8033	-0.5455
1.8189	-0.0110
2.3055	1.7897
1.2876	0.6979
1.2619	-0.1922
0.2522	0.1852
1.4831	-0.1752
0.1051	0.0729
0.1685	0.1240
0.0058	0.0081
0.1685	0.1240
0.0058	0.0081
0.2522	0.1852
1.4831	-0.1752
0.1051	0.0729
0.5415	0.2269
1.1035	2.8948
0.2860	0.1391
0.0005	0.0003
0.0895	0.0786
0.0479	0.0248
0.0479	0.0248
0.0895	0.0786
0.5415	0.2269
1.1035	2.8948
0.2860	0.1391
4.3791	-0.6811
1.6485	-0.0737
0.2172	0.0602
3.4466	0.2149
2.6575	8.7237
2.1763	5.5654
0.0344	0.0140
0.2121	0.1472
1.2512	-0.1946
0.0570	0.0333
1.0453	0.5271
3.7535	-0.5838
0.1658	0.1607
0.4873	1.6912
3.7535	-0.5838
0.1658	0.1607
0.4873	1.6912
0.0570	0.0333
1.0453	0.5271
0.2121	0.1472
1.2512	-0.1946
2.6575	8.7237
2.1763	5.5654
0.0344	0.0140
1.6485	-0.0737
3.1938	0.1719
3.2678	0.2049
3.4466	0.2149
0.6903	0.3542
1.5711	3.0654
0.0274	0.0151
0.0028	0.0022
0.0375	0.0146
0.0204	-0.0064
0.2776	0.2797
1.3420	4.9563
0.4224	1.6446
0.0245	0.0522
0.0146	0.0172
1.8090	5.9176
0.0734	0.0421
0.0734	0.0421
0.4224	1.6446
0.0245	0.0522
0.0146	0.0172
1.8090	5.9176
0.0375	0.0146
0.0204	-0.0064
0.2776	0.2797
1.3420	4.9563
1.5711	3.0654
0.0274	0.0151
0.0028	0.0022
4.3790	0.1479
4.8034	-0.5130
2.5461	-0.3894
1.2807	-0.1562
2.0322	-0.2449
0.4599	1.6815
0.6610	2.4890
0.0406	0.0059
2.8427	3.1505
0.8938	2.5868
0.1371	0.1267
0.7590	2.5672
1.3889	0.3362
2.1613	0.2208
0.4674	0.1779
1.9134	0.1539
0.0990	0.0452
0.4916	1.6812
0.4422	1.6671
0.2656	0.2200
0.3204	0.1603
0.1051	0.0592
0.6089	0.4462
0.1858	0.0983
0.3706	0.1451
0.0291	-0.0026
0.2179	0.1857
0.1113	0.0337
0.4422	1.6671
0.2656	0.2200
0.3204	0.1603
0.1051	0.0592
0.6089	0.4462
0.1858	0.0983
0.3706	0.1451
0.0291	-0.0026
0.2179	0.1857
0.4916	1.6812
2.1613	0.2208
0.4674	0.1779
1.9134	0.1539
0.0990	0.0452
2.8427	3.1505
0.8938	2.5868
0.1371	0.1267
0.7590	2.5672
1.3889	0.3362
0.6610	2.4890
0.0406	0.0059
1.2807	-0.1562
2.0322	-0.2449
0.4599	1.6815
2.0723	0.2355
0.0122	0.0054
0.5599	1.0926
0.1070	0.0481
0.7370	0.4605
0.0001	0.0000
0.5829	0.2710
1.2124	4.2030
0.1442	0.0211
0.6364	2.4787
0.0001	0.0000
1.0545	0.4759
1.3355	-0.1011
0.3649	0.1961
0.0222	0.0169
0.3649	0.1961
0.0222	0.0169
1.3355	-0.1011
0.0001	0.0000
1.0545	0.4759
0.1442	0.0211
0.6364	2.4787
0.0001	0.0000
0.5829	0.2710
1.2124	4.2030
0.5599	1.0926
0.1070	0.0481
0.7370	0.4605
1.9292	0.1775
2.5155	0.0092
1.1010	1.9428
0.8444	2.6232
4.1420	-0.4931
1.3266	-0.1629
3.0288	-0.1242
0.1055	0.0398
0.4542	0.3294
0.9430	0.4284
1.0700	4.1287
0.0060	0.0038
0.6706	0.4904
1.1960	2.7518
0.1617	0.0730
0.3978	0.1534
0.0023	-0.0004
1.3725	-0.1770
0.4276	0.0757
1.8798	-0.2922
0.4306	0.9349
2.9352	1.3408
0.2163	0.1508
0.0688	0.0202
0.4997	1.6686
0.1490	0.1595
0.3074	0.1191
0.1490	0.1595
0.3074	0.1191
0.2163	0.1508
0.0688	0.0202
0.4997	1.6686
1.8798	-0.2922
0.4306	0.9349
2.9352	1.3408
1.3725	-0.1770
0.4276	0.0757
0.6706	0.4904
1.1960	2.7518
0.1617	0.0730
0.1055	0.0398
0.4542	0.3294
0.9430	0.4284
1.0700	4.1287
0.0060	0.0038
3.0288	-0.1242
8.5383	-1.0629
1.1010	1.9428
0.8444	2.6232
2.8181	0.3227
0.5376	0.3228
0.0227	-0.0022
0.1592	0.0796
5.0712	1.3053
0.1100	0.0483
0.4538	1.6625
0.0152	0.0160
0.7372	1.8906
0.3772	0.3218
0.0152	0.0160
0.0253	0.0253
0.0895	0.0786
3.0176	1.6573
0.4629	0.2581
0.5162	1.6716
2.8464	0.3117
0.0593	0.0471
0.0796	0.0183
0.2103	0.0854
0.0041	0.0033
0.4824	1.6810
0.0410	0.0203
1.0434	0.5511
0.1849	0.2565
0.0041	0.0033
0.4824	1.6810
0.0410	0.0203
1.0434	0.5511
0.2103	0.0854
0.0796	0.0183
3.0176	1.6573
0.4629	0.2581
0.5162	1.6716
2.8464	0.3117
0.0593	0.0471
0.0895	0.0786
0.0152	0.0160
0.0253	0.0253
0.7372	1.8906
0.3772	0.3218
0.5376	0.3228
4.0581	-0.3968
0.1592	0.0796
2.4278	0.5868
1.8079	0.0290
11.2408	-0.9102
0.0990	0.0452
0.2750	0.1973
0.1277	0.1226
0.2474	0.0801
0.2353	0.0771
2.3092	0.3401
2.4698	0.7427
0.4300	1.6594
1.3339	2.9032
0.6826	0.3115
0.2866	0.3470
0.8503	0.3501
0.3947	0.1581
0.2118	0.0967
0.1181	0.0101
0.0332	0.0150
0.6294	0.2620
0.1278	0.1195
0.0309	0.0055
0.0204	0.0224
0.2322	0.1524
0.4099	0.1320
1.2844	-0.1642
0.1233	0.1710
0.0145	0.0270
0.1233	0.1710
0.0145	0.0270
1.2844	-0.1642
0.0309	0.0055
0.0204	0.0224
0.3947	0.1581
0.2118	0.0967
0.1181	0.0101
0.0332	0.0150
0.6294	0.2620
0.1278	0.1195
0.8503	0.3501
0.4300	1.6594
1.3339	2.9032
0.6826	0.3115
0.2474	0.0801
10.9381	-1.3270
0.6135	0.2663
0.0990	0.0452
0.2750	0.1973
2.8544	-0.2556
2.8544	-0.2556
1.9110	-0.2633
0.9145	0.4312
0.8725	0.4753
1.9221	0.2194
0.0096	0.0147
0.0110	0.0084
0.0571	0.0087
0.2896	0.0796
2.3134	0.1875
0.0285	0.0133
4.8603	-0.6411
0.5039	0.2971
5.4768	0.8823
1.6317	0.0751
0.4717	1.6873
1.3334	3.5242
0.0094	0.0130
3.3136	-0.4256
1.6161	0.0342
0.0097	0.0029
0.3389	0.1040
1.3860	-0.1384
0.1944	0.1116
1.6000	0.1182
0.0422	0.0328
4.7916	-0.6786
0.0422	0.0328
0.3389	0.1040
1.3860	-0.1384
1.6000	0.1182
1.6161	0.0342
0.0097	0.0029
1.6317	0.0751
0.0094	0.0130
3.3136	-0.4256
0.5039	0.2971
4.8603	-0.6411
0.0285	0.0133
2.3134	0.1875
0.0110	0.0084
0.0571	0.0087
0.0096	0.0147
1.9110	-0.2633
8.2461	-0.8947
0.9145	0.4312
0.8725	0.4753
0.1378	0.0702
10.5838	-1.3113
1.9221	0.2194
5.0459	0.5185
1.7581	6.0886
1.9455	-0.2461
0.0452	0.0303
0.3830	0.2867
0.7940	0.2085
0.1537	0.1221
0.1509	0.0646
0.3873	0.2068
0.2062	0.0965
0.3473	0.2085
1.5895	3.7655
0.0398	0.0091
1.2913	0.5751
0.7104	1.8429
0.0304	0.0279
1.3161	2.7784
0.5854	1.7552
0.0069	-0.0005
0.1625	0.1941
0.7889	1.7978
0.3412	0.2443
0.0158	0.0113
0.7073	0.4752
0.9611	0.4348
0.1263	0.0677
1.1942	0.2827
4.0923	0.0126
0.0866	0.0208
0.1263	0.0677
1.1942	0.2827
0.9611	0.4348
0.7073	0.4752
0.0158	0.0113
0.7889	1.7978
0.3412	0.2443
1.3161	2.7784
0.5854	1.7552
0.0069	-0.0005
0.1625	0.1941
0.0398	0.0091
1.2913	0.5751
0.7104	1.8429
0.0304	0.0279
0.3873	0.2068
0.2062	0.0965
0.3473	0.2085
1.5895	3.7655
0.1509	0.0646
13.6455	-0.6209
1.7581	6.0886
0.0452	0.0303
0.1537	0.1221
3.0455	0.2008
0.5656	1.7117
0.2955	0.1143
0.6615	0.6061
3.7192	-0.0964
0.2873	0.3656
0.1572	0.0673
2.3561	0.1477
1.7822	0.0755
1.4157	-0.2311
0.3449	0.1376
1.3424	2.2733
0.7745	0.3869
3.5469	-0.1526
0.9437	3.3580
0.3102	0.1474
0.5137	0.2227
1.8704	1.5228
0.0288	0.0030
0.2541	0.1072
0.3308	0.1616
0.0094	0.0041
0.5325	0.1546
0.0094	0.0041
0.3308	0.1616
0.2541	0.1072
0.5137	0.2227
1.8704	1.5228
0.3102	0.1474
3.5469	-0.1526
0.9437	3.3580
1.3424	2.2733
0.7745	0.3869
1.4157	-0.2311
0.5656	1.7117
6.4074	-0.5224
0.0742	0.0281
3.7192	-0.0964
0.2873	0.3656
0.1572	0.0673
0.0994	0.0172
9.2804	-0.8476
2.6315	-0.3279
0.0451	0.0076
0.9946	0.3825
3.6132	7.4864
0.1319	0.0604
0.2216	0.1361
2.5221	-0.1685
0.3388	0.9547
0.0172	0.0075
7.3660	2.0950
0.2837	0.0465
0.6778	1.7982
0.4165	0.2041
0.1601	0.1374
0.2179	0.2736
0.6647	0.2860
0.9294	3.4770
1.6094	-0.2665
0.2957	0.1705
1.4842	0.5016
0.0036	0.0022
0.0727	0.0296
0.1281	0.0907
0.9224	0.3784
0.1695	0.0488
0.0000	0.0000
1.1979	0.9411
0.9170	1.9013
0.4450	0.2703
2.6218	-0.1214
4.8663	-0.3429
1.0306	0.4028
0.1801	0.0871
2.6218	-0.1214
4.8663	-0.3429
1.1979	0.9411
0.9170	1.9013
0.1695	0.0488
0.0000	0.0000
0.0727	0.0296
0.1281	0.0907
0.9224	0.3784
1.4842	0.5016
0.0036	0.0022
0.2957	0.1705
0.1601	0.1374
0.2179	0.2736
0.6647	0.2860
0.9294	3.4770
0.4165	0.2041
0.2837	0.0465
0.6778	1.7982
0.3388	0.9547
