Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14
0.32911139102640985,0,0,0,0,0.47776785962256857,0,0,0,0,0,0,0.17645406483171455,0,0
0,0,0.075668428521877718,0,0,0,0,0,0,0.11493192708002149,0,0.58838629346814331,0.21238588574895964,0,0
0.10761145949233376,0,0,0,0.72727288075318797,0,0,0,0.11804038685426291,0,0,0,0.038132177443901766,0,0
0,0,0,0,0,0,0,0.17794529444048776,0,0.027985811222391545,0,0.78116564812992451,0,0,0
0,0,0,0,0,0,0,0,0.13041641575765026,0.57112106514451966,0,0,0,0.28179582266677261,0
0.44824910253134387,0,0,0,0,0.26656972167100507,0,0,0.27138805273781397,0,0,0,0,0,0
0.32783306953154689,0,0,0,0,0,0,0,0,0,0,0.38316757450566707,0.2667771135134227,0,0
0.75704903839135762,0,0,0,0,0,0,0,0,0.11405614389048954,0.030240188034745569,0,0.088876839733275217,0,0
0.78840517298695856,0,0,0,0,0,0,0,0.088233488360674198,0,0,0,0.11002796983734309,0,0
0,0,0.023293810678656209,0.10576683547722703,0,0.16334385013541208,0,0,0,0.52827033063234685,0,0,0.17174940411089282,0,0
0.11140309898331249,0,0,0.044666279508540421,0,0,0,0,0.15627271837970913,0.32544449261862601,0,0,0,0.10712933396874368,0.24876827742078658
0.18883236999900083,0,0,0,0.057468432749408778,0.29878265465887843,0.12765927750499423,0,0,0,0.099443648567715301,0.20410485785166238,0,0,0.01963750580839323
0.061219464100504072,0,0,0,0.07179472624095487,0.18617743911512258,0.17393831120226141,0,0.035892947398013554,0.15298323764971172,0,0.029950692912310683,0,0.11872045211147714,0.16477726851295807
0.98494621345655697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.66030590057406202,0,0,0,0,0,0.16304593387160696,0,0,0,0,0,0,0.16236243177343423,0
0.44775590374317126,0,0,0.11812115147833063,0.13135458176495768,0,0.09160021228626912,0,0.1966753714881172,0,0,0,0,0,0
0.25906613036342058,0.45032937994511141,0.050064450902043679,0,0.080134604891359443,0.051564985926970862,0,0,0.10328488210945223,0,0,0,0,0,0
0,0,0,0,0,0,0.46004303190039014,0,0,0.52226987906874822,0,0,0,0,0
0,0.12402361514207987,0,0,0.10672073609929671,0.07031281489171877,0.38165267664306118,0,0.084058838318517473,0.19464895130181284,0,0.033644087841837686,0,0,0
0.66431748896792497,0,0,0,0,0,0.068885001958035513,0,0,0.19907509652702327,0,0,0,0.052444611715010303,0
0.19281953963019838,0,0,0,0,0,0,0,0.035172463498158252,0.3459408120466409,0.018323959295481251,0.035977184365125293,0.2919019294198788,0,0.076965557614878957
0.85458783555077278,0,0,0,0,0,0,0,0.12772506524418703,0,0,0,0,0,0
0,0,0,0,0.03156198257012597,0,0.098143692398448681,0,0,0.70991041052444814,0,0.15400709473431656,0,0,0
0.28306306637187451,0,0,0,0,0,0,0,0,0,0,0,0.69217499492484513,0,0
0.437484051077904,0,0,0,0,0,0,0,0.27411309781127047,0.21885285074192368,0,0.060606902637737221,0,0,0
0,0,0,0,0,0,0.27249699628787605,0,0,0.63296749731171531,0,0,0,0,0.082035490218541604
0,0,0,0,0,0,0,0.32429441255296954,0,0.18734803085599327,0.062272107268362194,0,0,0.40513304326718047,0
0.12467541515330062,0,0.046886074959355067,0,0,0,0,0,0.23811007698222994,0.57403210407475136,0,0,0,0,0
0.25580919575393912,0,0,0,0,0,0.12792205179576258,0,0.029954373188488984,0.1639526768354945,0,0,0.23369158451719216,0,0.1836701109630588
0,0,0,0.52959333533017383,0.05038636545831781,0,0,0.13674042935708478,0,0.11345547556663441,0,0,0.059855481673027011,0,0.10087799022319995
0,0,0,0,0,0,0,0,0.044984626903142678,0.16713837606418308,0,0.77333152895228896,0,0,0
0.24873368775472798,0.058999296132546952,0,0.21098644261565297,0,0,0.047308965335938077,0.13283362626461695,0.1568129882510878,0.096872580418862639,0,0.044256060160514227,0,0,0
0.2056372660264795,0,0,0,0,0.034148302455335365,0,0,0.026281724822469547,0.57452038386469695,0.016758260427932176,0.049982855364087482,0,0,0.08962358055652489
0,0,0,0.10664564651812235,0,0,0,0,0.16503623980382462,0.37259488794618117,0,0.059315615431043932,0,0.28817714660597921,0
0.37572688160043427,0,0,0.16381312776424292,0,0,0,0,0.10116283604900024,0.34686776377358808,0,0,0,0,0
0,0,0,0,0,0.15679917953858499,0,0.19576919976473175,0.26484428484401901,0.37553604583467814,0,0,0,0,0
0.15424888697303904,0,0,0,0,0.13470021815303976,0,0,0.025702598854120205,0.21165721143826349,0,0.46856287215132902,0,0,0
0,0.40205625002117523,0,0,0.078104892264984668,0,0,0,0.064268955076461409,0,0.024683127724246981,0.090454826883259662,0.19491587244206293,0.1416513321783997,0
0.38386674016690842,0,0,0,0,0,0,0,0,0.55226598440455521,0.023227286666783673,0,0,0.032581370018978532,0
0.35991712018126099,0.050031075374541815,0.036161156791064471,0.10174566380594638,0,0,0.14331336896440305,0,0,0.13871983280967221,0,0,0,0.16300065962164068,0
0.06409113169917284,0,0,0.51132357688687324,0,0,0.13773536077864143,0,0,0,0,0,0.27694000671098745,0,0
0,0.051697468991648926,0.13449762869467452,0,0.025789082780739481,0,0,0,0.1437613548594398,0.13917051880471981,0.17743796296972614,0.14916509599311659,0,0,0.1732956917222418
0,0,0,0,0.53378284648395502,0,0,0,0.29210925971832841,0,0,0,0.16501697536082607,0,0
0,0,0,0.11799494951852135,0,0,0.3094964239176774,0,0.096224469079721819,0.16810186841674096,0,0,0.25911848383161551,0.041920936151409766,0
0,0,0,0,0.26838081629494914,0.052202132601191956,0,0,0.420520442928903,0,0.080794337681071041,0.17035032372070938,0,0,0
0.054913535472370364,0.060087590596221492,0,0,0,0,0.55755474051439446,0,0,0.14863769318888981,0.16991753169954804,0,0,0,0
0,0,0,0.29258360048856896,0.096594256915211132,0,0,0.24959491609095952,0.17336713504514936,0.1815108732168324,0,0,0,0,0
0.72595158236237645,0,0,0,0,0,0.12144100740258831,0,0,0.13881429159242997,0,0,0,0,0
0,0.15044525277912441,0,0.24625641648416996,0,0.059899427413254921,0.15010271344134773,0,0.064449271466251665,0,0,0,0.32170404735587405,0,0
0,0,0,0,0,0,0,0.23603124353701893,0.079898162593986174,0.54500844040499219,0.1227658313621116,0,0,0,0
0.2092361735232571,0.49025750897437548,0,0,0.037542826840753128,0,0,0,0,0,0,0.036286945098703283,0.10684179258203709,0.11150140394094282,0
0.45194087559785995,0.095967451910010049,0,0.073002091844385469,0.087124594574100406,0,0,0,0,0,0,0.21555141252227519,0,0.064648858276576501,0
0,0.11470100331344969,0,0,0,0,0.57875451004006784,0,0.090122130748875651,0,0,0,0,0.20937106275334841,0
0,0,0,0,0,0.067411234362496839,0,0.50611449955806143,0.099956447551113797,0,0,0,0,0.32035534338909499,0
0,0,0,0,0,0.53732346417567889,0,0,0,0.44498942570848787,0,0,0,0,0
0,0.43882476486528887,0,0,0,0.13170801923264086,0.30114058157599444,0.05448068230906393,0.028148843285376375,0,0,0.042208729855670535,0,0,0
0.33066264994345096,0,0,0.061743701644973246,0,0.30003441624351512,0,0,0,0.15282708623206137,0,0,0.044350645534158809,0,0.1039985120387822
0,0.44465430933673794,0,0,0,0.032825289968628449,0,0.42996090244925927,0,0.082910359418916793,0,0,0,0,0
0.031934874668161417,0.054244809019693065,0,0,0,0,0,0,0,0.2170347051431227,0.57955903067086856,0,0,0.111165963057258,0
0,0,0,0,0,0.28980769924080918,0,0,0,0.38353226498212672,0,0,0.13955321649613206,0.072275303540604394,0.10660105348968406
0.2245815794202754,0,0,0,0,0.070024642349917204,0,0.087301584611524222,0.1008917885538118,0.28270139558994223,0,0,0.14221404262266496,0,0.088992780444749162
0,0,0,0,0.2479355247488485,0,0,0.46316466326848987,0.24259070989943934,0.035980445648771071,0,0,0,0,0
0.082780728061001382,0,0,0,0.024150746116243783,0.13803043289568537,0,0,0,0.72115468233140334,0,0,0,0.027080678370681281,0
0,0.41094911894992397,0,0,0,0,0.24232858341913693,0.11512386611357921,0.22031635975013183,0,0,0,0,0,0
0.46386542963579508,0,0,0,0,0,0,0,0,0.20932301042738813,0,0,0,0,0.3072993364896015
0.18314283012946586,0,0,0,0,0,0.073231518915769955,0,0,0.72695896839281016,0,0,0,0,0
0.27006181043427041,0,0,0,0,0,0,0,0,0.24758365610386188,0,0.47283071690728462,0,0,0
0,0,0,0,0,0,0,0.065087310924998046,0.078133541551440477,0.28218997600776724,0,0.13085571174154773,0.14071406349577859,0.29249306621285742,0
0.51950984725608251,0,0,0,0,0.17689949741578107,0,0,0,0,0,0.28407843520854759,0,0,0
0,0,0,0,0,0,0,0,0.28240100814255409,0,0.047193331065415074,0.13592923634245574,0.077179600718874489,0.25332172859604041,0.19344875821657856
0.215165372262966,0.017189869028905281,0,0,0,0,0.050094790619793036,0,0,0.3498465590518483,0.093193407607037371,0.059938855586621924,0.16527800367785297,0.046656600474562181,0
0.2796633069107613,0.46346750739289255,0,0,0,0,0,0,0,0.15715253709877292,0,0.090881295032843146,0,0,0
0.37689546607919677,0,0,0,0,0,0,0,0,0.28762658582368572,0.033929176523362907,0,0.040050362686406216,0.25440620279839088,0
0,0,0,0,0,0,0.057387140730636957,0,0,0.24481202869115762,0,0,0.68147427619839818,0,0
0.12829421160583163,0,0,0.099734235402509697,0,0,0.042976464946791221,0.34383750498184606,0,0.30535479692768752,0,0,0.073061205054056319,0,0
0,0,0,0,0,0,0.075892857395065474,0,0,0.60847392803984313,0,0,0,0.29277605493037451,0
0,0,0,0,0,0,0,0,0,0.21002166472880296,0,0.71409140988439723,0,0.06209380629530753,0
0.57832731153842443,0,0,0,0,0,0,0,0,0.40197570523433268,0,0,0,0,0
0,0,0,0,0.25266751517919167,0,0,0,0,0.20442946615724628,0,0.086678072415951726,0.29002118949125466,0.15450783157071876,0
0.2553425478015755,0,0,0.36532819361123764,0.10345029718801908,0,0,0,0,0.11192473351077031,0,0.15034877355688578,0,0,0
0.30066672984708731,0,0,0.05256877500034661,0,0.048666063204768219,0,0,0,0.33170711494039767,0,0.2135658637574061,0,0,0.045596527384414567
0,0,0,0,0,0.029127365447601743,0.27575156801691569,0,0,0.36765257244041949,0,0.020682531816743944,0,0,0.30191977700305644
0,0,0,0,0,0,0.16885763739742721,0,0.05890697318953185,0.75001313364045563,0,0,0,0,0
0,0.069758730606214153,0,0.026232330717027665,0.04038934536136822,0,0,0,0.05784261828286999,0.15829633957284001,0,0.40993701146440331,0.091706215786075712,0.098917194309290968,0.044621358865139689
0,0,0,0.2884376983926607,0,0,0.02151989010699399,0,0.048474232247569471,0.26257640334190063,0,0,0,0.13158383088191228,0.24244925965095382
0,0,0,0,0,0,0,0,0,0.41160535945638788,0,0.32912397641161267,0.19716621172455195,0,0.049009199689658021
0,0,0,0,0,0,0,0.037446454905175085,0,0.24146821636579965,0,0.54880140080113649,0,0,0.16300121010599394
0,0,0,0.3326487687797412,0,0,0,0,0.042209547759125332,0.25752912935038846,0,0,0.35713634719964249,0,0
0,0,0,0,0,0,0,0,0,0.9594202098270399,0,0,0,0,0
0.28958438773702438,0,0,0,0,0,0,0,0,0.69767050328085811,0,0,0,0,0
0.13516100593827091,0,0,0,0,0.36603376327572462,0,0.038615942376439887,0.037485157340716634,0.32980397104082365,0,0,0.085923409208863419,0,0
0.296431586478062,0,0,0,0,0,0,0.034680745046199488,0,0.15915790805649435,0,0,0.50216961726892462,0,0
0,0,0,0,0.087677872897214848,0,0,0,0.17257843893818364,0.62866941617352101,0,0,0,0.048800038205207369,0.050152996086309
0,0,0,0.018643499199008925,0.065586134615819844,0.14897685302659702,0,0.074695435146912917,0.021189849787118638,0.46240455533731623,0,0,0.20361069976234947,0,0
0,0.1696613074612621,0,0,0,0,0.10662430132296317,0,0.045074123226304337,0.56926137628844253,0,0,0,0,0.10337287743310568
0.17343529867408639,0,0,0,0,0.2704129629781345,0.044707999993566928,0,0.028837776501407026,0.47685882616830549,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.97407401910012681,0,0,0,0,0
0.10833342910257462,0,0,0.019409026954151695,0,0,0,0,0,0.55549206533072915,0,0.27094940103939502,0,0.037158059900120513,0
0,0,0,0,0,0,0,0,0,0.84627788882691013,0,0,0,0,0.12576504567591901
0,0.068980112479386069,0,0,0,0,0,0,0,0.095161554780285471,0,0.6056809075227878,0,0.21579832310387537,0
0.40065305427490522,0.24449921604070751,0,0,0,0,0.04481221551569986,0,0,0.29857716642186255,0,0,0,0,0
0.59733122273264339,0,0,0,0,0,0,0,0,0.12257268056411,0,0.26983967738747544,0,0,0
0.26126405940442804,0,0,0.041845928384937017,0,0,0,0,0,0.15926735541306267,0,0.52634059698700097,0,0,0
0.073830019750780809,0,0,0,0,0,0,0,0,0.35417124228680213,0.25090421522712508,0,0.3032083195023289,0,0
0,0,0,0,0.10949840132412843,0.049152787145221685,0,0,0.070031282160772187,0.31295840129711888,0,0.40600393924436562,0,0.043124405453505175,0
0,0.26944203326478627,0,0,0.094015529218790861,0,0.075886758897892148,0.23933169983394634,0,0.25622472348602532,0,0,0,0.061765915724899055,0
0,0.12467002780827321,0,0,0,0,0,0,0,0.45522261008110826,0,0.30212885992465277,0.060508456824241365,0.047213622972647834,0
0,0,0,0,0,0,0,0,0,0.43276042752275246,0,0,0,0,0.53735449487735187
0.25061378556014807,0,0,0,0,0.10482997506502352,0.14633609939612183,0,0,0.45089023170558779,0,0,0.040457047209193006,0,0
0,0,0,0,0.10116023898032508,0,0,0,0.10250686825482466,0.65219060039288723,0.040640793325654498,0,0.095168156610568683,0,0
0.028626701669181718,0,0.028391225916877212,0.079634602402728849,0,0.061993908491383184,0,0,0,0.19980853054105696,0.057920996713789981,0.50486068590842215,0,0.034142881414518746,0
0.091217688881795905,0,0,0,0,0,0,0,0,0.54638658193552792,0,0.30779191960665619,0,0.043321743875669269,0
0.12211033596188549,0,0.091670609669006323,0,0,0.12754450150131064,0,0.24989337764600997,0,0.40556055870123692,0,0,0,0,0
0,0,0,0.10291058569763169,0,0.20118215069350809,0,0,0.10295205370562734,0.11423735831029756,0,0.12448972347439174,0,0.1310461664109952,0.21251527882586707
0,0,0,0,0,0.037370120151087857,0,0,0,0.44127087459174785,0,0.33791738091178153,0,0.17249633933919206,0
0.66359604499932334,0,0,0,0,0,0,0,0,0.23702257428761858,0.078868537111422679,0,0,0,0
0.028611306345619689,0,0,0,0.087047312979488825,0,0.24570413903827129,0,0,0.50366898287315776,0.063088902487872994,0,0,0.068653544998654462,0
0.69797932198034807,0,0,0,0,0,0,0,0,0.29766556022859553,0,0,0,0,0
0.22649988304450155,0,0,0,0,0.19171246676001666,0,0,0,0.38996427504242392,0,0.18515669998630035,0,0,0
0,0,0,0.045996395940744998,0.058710702291138402,0,0,0,0,0.18813798968405937,0,0,0.69187711348319814,0,0
0,0,0,0,0,0,0.23730392862765776,0.067781319566903461,0,0.15912304484991813,0,0,0.26456625653985189,0.19556531644853026,0.068517265865691415
0.033208546700381418,0,0,0,0.043835489779826695,0.069890137211222642,0.10821048151475496,0,0,0.17823826319865346,0,0.29548052840886052,0.045823233556746716,0.18012119341087224,0.042919395568369018
0.54529084943170869,0,0,0,0,0.10347757934467551,0,0,0,0.036376342470693504,0,0.10768217825645843,0.1972227936728333,0,0
0,0,0,0,0,0,0,0,0,0.29497730862259225,0,0,0,0.59590059294511655,0.093737462963717752
0.02446825979908868,0,0,0.29797232129381912,0,0,0,0,0,0.2782319467954083,0.048771117821189224,0.34611190079401472,0,0,0
0,0,0,0,0,0.045691268497252246,0,0,0,0.16423585410260802,0,0,0.2011931293536745,0.20623830904968699,0.37641090278779488
0,0,0,0,0,0.15319867725111022,0.21089591112512762,0,0.045312067728910096,0.53066132685374168,0.054084054145008713,0,0,0,0
0.12375434978841766,0,0,0,0,0,0,0.076239384996434609,0,0.27194718292884029,0.11264028425257926,0.25557942063423844,0,0,0.15269650946591296
0,0,0,0,0,0.15646675191495457,0,0,0,0.11413318568124631,0,0,0.7127333800964859,0,0
0.54460894132691418,0,0,0,0,0.17193773497420659,0,0,0,0.14466702547092289,0,0,0,0.067413593565570987,0.063709852936018843
0,0,0,0.24029016410021223,0.16960920724074027,0.044948319984274621,0,0,0,0.2836841339297082,0,0.25562021117255701,0,0,0
0,0,0,0,0,0,0,0,0,0.39499228198769348,0,0.52461102357056655,0,0.03396625173587977,0.037263765467309952
0,0,0.062321872195179102,0,0,0.080939615186730887,0,0,0.07916624736110911,0.39845314694124562,0.034941727178724923,0.33584404214837416,0,0,0
0,0,0,0.074908524581082672,0,0.045929526625257885,0,0,0,0.48254340574853982,0,0.30778385859198598,0,0,0.081171839017617126
0.16138282183372055,0.24094716789637205,0,0.050225488923070674,0.040439818616752526,0,0,0,0,0.41192916938754309,0,0.085700516773652716,0,0,0
0.088037527184423828,0.19779147757796792,0,0.16595747139246148,0.076823745924227749,0,0.17542100530167609,0,0,0.15920929571769543,0,0,0.12740273534528199,0,0
0,0,0.045594208274307345,0.038768238980204699,0.085663448372726353,0,0,0,0.041808604130994721,0.48298309418036067,0.19473978022120636,0,0,0,0.10599817450006246
0,0,0,0.025571100655603075,0,0.018432298190262125,0,0,0,0.37553373335564549,0.21720327470886255,0.092420890887254692,0.23345925397466941,0,0.033486500285939941
0.34904134012026822,0,0,0,0,0,0.13178307340703352,0,0,0.40080541880598641,0,0.10572647153293104,0,0,0
0,0,0,0,0.053104079962186704,0.037835330287814793,0,0.18079107972267935,0,0.2930492512320016,0.028679351617272981,0,0.39864615606343062,0,0
0,0,0,0,0,0,0.44536721910882054,0,0,0,0,0.32603911126041341,0,0.20002221133241346,0
0,0,0,0,0,0.074954892452919558,0.42780368578075478,0,0,0.48155513778754122,0,0,0,0,0
0.12249117384428,0,0,0,0,0.14045786057961993,0,0,0,0.26869425793487212,0,0.45526145716801864,0,0,0
0.0701681906757608,0,0,0,0,0,0,0,0.12616811245032014,0.23335907601546399,0,0.16391072142376734,0,0,0.39528277329991829
0,0,0,0.23589660664213988,0,0.088033290958478325,0,0,0,0.21391345584767862,0,0.28999260207324257,0,0,0.16277435467366524
0.41342280972362361,0,0,0,0,0,0,0.050041494784971226,0,0.16923580389486698,0,0.079067305176691138,0.16320381748958315,0.11657805431759187,0
0.10648850807447355,0,0,0,0,0,0,0,0,0.055807471426386285,0,0.82366891141789689,0,0,0
0.13286016496827446,0.03285926596475354,0,0,0,0.19497780614717272,0.32036801669080045,0,0,0.24701539851885296,0,0.06477648292555066,0,0,0
0,0,0,0.13560969004983728,0,0,0,0,0,0.29085970881442547,0,0.10181843601646848,0,0.45787567415682079,0
0.1995599412439884,0,0.024219272884354159,0,0.366758033488088,0,0,0,0.19107394719600471,0.21137124924670095,0,0,0,0,0
0.3289269487116564,0,0,0,0,0,0.063183625536700205,0,0,0,0.15469838523796475,0.075456946556406959,0.36515545827639845,0,0
0.21181450201152549,0,0.030992457404199401,0,0,0,0,0,0.13450403925271109,0.26014838392348455,0,0,0.1734039086345685,0.050252623725423912,0.13137233712542221
0.12569454344388059,0,0,0,0,0,0,0,0.61299234092017696,0.25004549124954423,0,0,0,0,0
0,0,0.13821548327857128,0,0,0,0.077680994742644977,0.059017151855272246,0,0.35635140042910168,0,0,0.11469473421559701,0.24387072950812688,0
0,0,0,0,0.11523495380754434,0,0,0,0,0,0,0.8690074483029262,0,0,0
0.16791679715975952,0,0,0.14204129350266717,0,0.15115121463302744,0,0,0,0.26642792013944461,0,0,0,0,0.25964224550639381
0.064815203125187099,0.10702810024778441,0,0.1830348438700152,0,0,0,0,0,0.23134671751653182,0,0.26884722090605589,0.13421361079226563,0,0
0,0,0,0.11400175588392426,0,0.18635882793444755,0,0.023847073379041531,0,0.11134937238863027,0,0.32017029946317377,0.20287730240654761,0,0.036315993838072762
