Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14
0.20786604450705662,0,0,0.080327573787297282,0.36172944689454595,0.02973406239123327,0,0,0,0,0.070586817572441493,0,0,0.15427796048318879,0.089128878446581364
0,0,0.55940120617732469,0,0,0,0,0,0,0,0,0,0,0.29905965692575848,0.12249150263954142
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96543207154147703
0.18342162288705405,0,0,0.090686466037872338,0,0,0,0,0,0,0,0,0.36757425013193484,0.17241957365317256,0.17331945693460499
0.32797935172064219,0,0.040626635922101056,0.19515869456637691,0,0,0,0,0.1065761035287727,0.187282483437714,0.038750707092378767,0,0,0.054696774982975656,0.044608250221105039
0,0,0.23055062656864045,0,0,0,0,0,0,0.47118726553745438,0,0.27874988391364047,0,0,0
0,0,0,0,0.025150223359921068,0.27804594450641679,0,0,0,0,0.079884320740140471,0.60958616926472164,0,0,0
0,0,0,0.18943700052772872,0,0,0,0,0.14671851844129161,0,0,0.31421819403516266,0,0.33368423987953305,0
0.021408229009693101,0,0,0,0,0.039385432723027733,0.037983686845690964,0,0.096515552900991203,0,0.089813704379754167,0,0.41266351734854084,0.27709053312496429,0.021375897194566153
0,0,0,0,0,0.12008358577753818,0,0,0,0,0,0.75985285320351836,0,0.10228577485861147,0
0,0,0,0.62554160745506526,0,0,0.19415063360440107,0,0,0,0,0,0,0.16740451013900956,0
0,0.54528905963741492,0,0,0.11069221716258044,0,0,0,0,0,0,0.22874685302532424,0,0.099329820958079823,0
0.075396546166144357,0,0,0.20796620696305745,0.31354208258294414,0,0,0.089351409571970297,0.12601499102547434,0.078504402519204944,0,0.10138121239817365,0,0,0
0,0,0,0.067978865961379809,0,0,0,0.81154641270083783,0.10835349541481444,0,0,0,0,0,0
0.17552648505320831,0,0.40296339012345617,0,0,0,0,0,0,0,0,0.13846600105557519,0,0,0.27176205886647564
0,0,0,0,0,0,0,0,0,0,0,0.22760888411296484,0,0.75505776806309333,0
0,0,0.225514115368386,0.047949146034372177,0,0,0,0,0,0,0,0,0,0.18426752715028258,0.52760252507892236
0.052115271882408214,0.2296089591693925,0,0,0.084871500885415466,0,0,0,0,0.23739512978753805,0,0.21066804921479618,0.17357636985785294,0,0
0.051347602893439037,0,0,0.41953427918012415,0.24464524539621241,0,0.13115063023983414,0.055260973805658302,0,0.092400881806060653,0,0,0,0,0
0.046477278916765556,0.18016605648789777,0,0,0,0,0.12601762208510264,0,0.039402264934749347,0.5391951596149247,0,0.057630496621319242,0,0,0
0.054447756234806972,0,0,0,0,0,0.93179560289575181,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.30836452246773716,0,0.40078874884443721,0,0.068328503932655577,0,0,0.20893795900861092
0,0.094520503354877411,0,0,0.10225798255560949,0.56001564813952309,0,0,0,0,0,0.23316019694063331,0,0,0
0,0,0,0.11360214359592338,0.088795248735571208,0.053331316602094093,0,0,0,0.14510578649645497,0,0.31551597251134939,0,0.27809397089187549,0
0,0,0,0,0,0.013909727303394941,0,0,0,0,0,0.73338475717417684,0.089216342590413847,0,0.15357924759731631
0,0,0,0,0,0,0,0,0,0.13155939840985856,0,0.19308956884606798,0,0.60190405607614528,0.058169183249478056
0.21676803255606514,0,0.040246548107426811,0,0,0.16407228924764802,0,0,0,0.37374391483218067,0.12509318475320527,0,0,0.068964908430850944,0
0.071005005931178686,0,0,0,0,0.45046064551171067,0,0,0.10122800898277269,0.32916515710547972,0,0,0.040204660990784451,0,0
0.082706100354344891,0,0,0,0,0,0.45748392161712448,0,0.10787358762177579,0,0,0,0.1017286188676077,0.23266388238691871,0
0,0,0.28257661178409682,0.055196531379083633,0,0,0,0,0,0,0,0,0.30244522432125642,0.34775975400185993,0
0.091377079553465371,0,0,0.053659459571736672,0,0.10981108664648191,0.061590148565170644,0,0.41081856892530688,0,0.083494368737293226,0.18173754308134729,0,0,0
0,0,0,0.068396216754273501,0.11518605706390411,0,0.097495010814627261,0.45625034009485882,0.10765459455799879,0.15013972455648922,0,0,0,0,0
0,0,0,0,0,0,0,0,0.3555965723595052,0.28336612573564623,0,0.3477039517521352,0,0,0
0.049041266263053031,0,0.51511076083149321,0.065198360924056661,0,0,0.19531990594121548,0,0,0.16678268297231894,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.20569710578788342,0,0.77985842598963773,0,0,0
0.37333998252791317,0.25481089098672072,0,0.10963565035007754,0,0,0,0,0,0,0.07384900123486321,0,0.17725335524740321,0,0
0,0,0,0,0.054122343951425254,0,0.37092587723623921,0.1284530028643385,0,0,0,0.37582149349401972,0,0.035987689484837354,0.027871399636246054
0,0,0,0.23515904420118927,0,0.15609386581298676,0,0,0,0,0,0.16404406746497893,0,0.41941565836143835,0
0.21255056034272077,0,0,0.21528039420250472,0,0.33314755239864557,0.11170834301460485,0,0,0,0,0,0.11180925624934782,0,0
0,0.099426102762581473,0.51936352895483962,0,0,0,0,0,0,0,0.14252237997936809,0.11221408338348228,0.11621748413773264,0,0
0.12451379804821186,0,0,0,0.023993343270873501,0.23077150839992794,0,0.088242661603776459,0.12680663850549678,0.12114007154265918,0,0.096659997005749385,0,0.14391565373308141,0.0402180050479184
0,0,0,0.12062389037897139,0.28803190986846594,0.032274224108382134,0.068035276919440502,0,0,0,0,0,0.25033593841126806,0.23431577168995171,0
0,0,0,0,0.44868670488546031,0,0.24242046817684015,0.13504046988629315,0,0,0,0,0.044632296569002056,0.12189404102249481,0
0.12348626344647118,0,0.030017615808622975,0,0,0,0,0,0,0.24418496468717069,0.061160251198166322,0.53514488589666231,0,0,0
0,0.33726134222968918,0,0,0,0,0,0,0.1253923347457809,0.13459993684936999,0.058886005460206912,0.18938623272574193,0,0.13947412692849626,0
0.69610855860432763,0,0,0,0,0,0,0,0.10697690006609445,0.033509209000358864,0,0.15292913034333946,0,0,0
0,0,0,0,0.12997760103603395,0,0.14541318597344005,0,0.34786611469820089,0.36611505929770938,0,0,0,0,0
0.28747738559639063,0.12514960986802806,0,0,0,0,0.083718899207262151,0.10125243246138022,0.062571381074474505,0.33301209259754316,0,0,0,0,0
0.24928515375861732,0,0,0.10489730729356386,0,0,0.15251838881456883,0,0.049442361444662596,0,0,0,0,0.43446710008532491,0
0,0,0,0,0,0,0.12584744253613062,0,0.49871082846585796,0.28035501249601352,0,0,0,0.084901516959584714,0
0.07428930183177912,0.22419685530639444,0,0,0,0,0,0,0,0.51083820324754092,0,0,0,0.18062996134922665,0
0.05212542475674245,0,0,0.056574949804667582,0,0,0,0,0.08332462862478103,0.36156779927613425,0,0.082016844963990462,0,0.16700465203351086,0.19210516536367647
0,0.11394808501017836,0.034752882534915604,0,0.035866475293080756,0,0,0.20179950420075587,0,0.4012548503890831,0.088449554640221292,0.11843035674369687,0,0,0
0.76698514083567593,0,0,0,0,0,0,0,0,0.22281876708876597,0,0,0,0,0
0.84852334200307067,0,0.054139734047202313,0,0,0,0,0,0,0,0.084836898843811959,0,0,0,0
0,0,0,0.59246629819470187,0,0,0,0,0.077374930170505521,0.11547426699429551,0,0.041841958005774962,0,0,0.16551652560083011
0,0,0,0.04596058006826291,0,0,0,0,0,0.28649826387983951,0,0,0.39668037694626507,0.26233363307646168,0
0.62366783135588122,0,0,0,0,0,0,0,0.056815526948720649,0.30757633438941573,0,0,0,0,0
0,0,0,0,0.031717411087120971,0,0.21485214656928775,0.25320874809366806,0.18896923607312258,0.17582292421484361,0.12997498191818196,0,0,0,0
0.14756662187538394,0,0,0,0,0.089795995167188294,0,0,0.19813553754810526,0.11409844611734268,0,0.36501851972231258,0,0.075089774177020729,0
0,0,0,0.071126251338870364,0,0,0,0.048058237213940119,0.11825185535788706,0.21377142347589087,0,0.082006332028998083,0.4580902362824415,0,0
0.27624108110703094,0,0,0,0,0.27447568811826045,0,0,0.083000310618481912,0.1656218845207435,0,0.034170917560180411,0,0.10565733391304129,0.054407071883066323
0,0.50206434477346329,0,0.43833985298743428,0,0,0,0.046036459242157678,0,0,0,0,0,0,0
0.19200560778838138,0,0.053854152889241912,0.19563959947435858,0,0,0,0,0.15714287856858275,0.39312729815668634,0,0,0,0,0
0,0,0,0.62202510609086048,0.21413736505995765,0,0,0,0,0,0,0,0,0,0.1562903449704334
0,0,0,0,0,0,0.10273483806833376,0,0.072620008627792693,0.10434862558559002,0.028754679624583317,0.031632248135875798,0,0.65240958776824443,0
0,0.020384487223867615,0,0.10902256532053517,0.12769811199673936,0,0,0,0.089500926006633216,0.49034982639053981,0,0,0.12686813225201229,0.032254377508537886,0
0,0,0,0,0,0,0,0.042956201730960597,0.089110504194072251,0.17838175125729647,0,0.15864814890775225,0.51783148271424773,0,0
0,0,0.029972098467702091,0,0,0,0,0,0,0.95782131731345621,0,0,0,0,0
0,0,0,0,0,0,0.17132559751259052,0,0.13529993961739595,0.67175282497719158,0,0,0,0,0
0.12056138405938623,0,0,0,0,0,0.030482021961474676,0.073937455437122976,0,0.057498536722673917,0,0.5997326658125548,0,0.11089137255476882,0
0.18477479987877701,0,0.13186078166538126,0.19267607696775818,0,0.057348265850818855,0,0,0.074392965813452491,0.14056203385877067,0,0,0.20902833619222308,0,0
0,0.18246677656356924,0,0.12879470455366768,0,0,0,0,0,0,0,0.22019602460881763,0,0.17633644865898274,0.2791341371688516
0,0,0,0,0,0.26388895105963067,0,0.074821164168953028,0.20255159448774693,0,0,0.168227642774294,0,0.26828840040458463,0
0.20805994412487705,0,0,0,0,0,0.15241660308773211,0,0,0.19086146446273006,0.2613979583491754,0.058435624690372501,0.11811409165638974,0,0
0.34551682255242289,0,0,0,0,0.16569733041123746,0,0.24444502858204473,0.15875390849734344,0,0,0,0,0.071402496255887515,0
0,0.051800674309104483,0,0,0,0,0,0,0,0.38509577854996024,0,0.061786393365065792,0,0.32521037205669534,0.1642020085123844
0.10461859284523056,0.39381203374574625,0,0,0,0,0.074572175613677433,0,0,0.17552070032612413,0,0,0.24697198466201317,0,0
0,0,0,0,0,0,0,0,0.095081030646234549,0.39968420795175957,0,0.48472191387577307,0,0,0
0.048708188014127345,0,0,0,0.11419715084229475,0,0.62627726772584746,0,0.092511966060117495,0,0,0,0,0.10572679034816108,0
0,0,0,0.19072586527311972,0,0,0.28289775127012612,0.12215594017935591,0.084995060399456063,0.060015364154520606,0,0,0,0,0.25121000428354856
0.18502794355207253,0,0,0,0,0.031834959750418015,0,0.18046557730602958,0.077312927285946562,0.51722849659574455,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.86193681487703611,0,0,0,0,0.11398908225346993
0.16544978995821893,0.11113780553416273,0,0.30049370926704339,0,0,0.045124363664589891,0,0.1433683101881463,0,0.17107211530508734,0,0,0.053997166662915791,0
0,0,0,0.20706037232443583,0,0,0,0,0,0,0,0,0.76667696444449995,0,0
0.26055015095487355,0,0,0,0,0,0,0,0,0,0,0,0.26639042153122217,0.45143777724373474,0
0,0.25399267059875391,0,0,0,0,0,0,0,0,0,0,0,0,0.7283202158371157
0,0,0,0,0,0,0.17623331658578992,0,0.099883270719449663,0.63716686827876623,0,0,0,0,0.074888559733033461
0.68381108115927447,0,0,0,0,0,0,0,0.21566258347062617,0,0.0454082497279132,0,0.045072411235200997,0,0
0,0.058760724509907845,0,0,0,0,0.19936970998228459,0,0,0.32431940037725226,0,0,0.22737230150794799,0.175363014844447,0
0,0,0,0.1877980692763829,0,0.11442355224201417,0,0,0,0.59228333196358862,0.089552991036196516,0,0,0,0
0,0,0,0,0,0.2490603101050361,0.11294443058406094,0,0,0.62929959900478416,0,0,0,0,0
0.36922251202487072,0,0,0,0,0,0,0,0,0.44394818102998584,0,0.049805797037019019,0,0.1234432513376002,0
0.17492557410531817,0,0,0,0,0,0,0.093816094712521517,0.11230726314879259,0.52805654567570315,0,0,0,0,0.081090591382074945
0,0,0,0,0,0,0,0,0.24110344050543148,0.45394716238512051,0,0.21858411778206688,0,0,0.076180080287084145
0,0.15932371431475328,0,0.10025616214899269,0,0.10054241118058567,0,0,0.05376597949153001,0.32415738267996952,0,0,0,0.25589373471321636,0
0,0,0,0.10351517861467806,0.071242086944046851,0.034245039673505541,0,0,0,0.49638333389491512,0.062777682131110263,0.20008501221715413,0,0,0.028196104842384918
0,0,0,0,0,0,0,0,0,0,0,0.98169933043494439,0,0,0
0,0,0,0,0,0,0.15450245106922483,0,0,0,0,0,0,0.83055500802544779,0
0.45206904142536358,0,0,0,0,0,0,0,0.33950332828191088,0.19024579345177603,0,0,0,0,0
0,0,0,0,0,0,0,0,0.19276988224131519,0,0,0,0.122814005475018,0.11399823838954526,0.55412155031228205
0.073853508212674959,0,0,0.14659224416742808,0.13043917109964343,0,0.20122947924627316,0.34311084164871075,0,0.094248421995372492,0,0,0,0,0
0.25108485327189795,0.028820785155487607,0,0,0,0,0.046656511620668584,0.095245735248933289,0.14433349158117362,0.10323927406106095,0.25070479871011636,0.075152638010878764,0,0,0
0.3364611695522256,0,0,0,0,0,0,0,0.28183499269260487,0.081937210811684966,0,0.084014625097560025,0.20186309600812774,0,0
0,0.093326397395339489,0,0,0.070576656181650474,0,0,0,0.084442024156994172,0.60039401378180379,0.095321490024989824,0,0,0,0.049272741847158602
0,0,0,0.48444422173435503,0,0,0.1600066113531694,0,0.058186596898130369,0.13838977791038631,0,0.15112964205861179,0,0,0
0,0,0,0.26766080995022573,0,0,0,0,0,0.12202659314680278,0.11469991738391293,0,0.24700168454546678,0,0.23983905529428967
0,0,0,0.13148487087922112,0.074910470508941826,0,0.23366559161597925,0,0,0.084466532504724093,0,0,0.20868545281905754,0.25741207009972988,0
0.070088670275548687,0,0,0.019030921503438238,0,0,0.074837062664805581,0.10471419478866054,0.058085230906775441,0.36801298567826707,0,0.17284254466399079,0.12461059908373737,0,0
0,0,0,0,0,0,0,0,0.62980405861423627,0.34738888670955242,0,0,0,0,0
0.31912514485919979,0.35940720143876498,0,0,0,0,0.27376197859267631,0,0.039820363393828495,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.2565600608349754,0,0,0,0.34661257668928008,0.37943604413543108
0.30893884063709903,0,0,0,0,0,0,0,0.1733428546517827,0,0,0,0,0.50343257210402803,0
0,0,0.021454396117982017,0,0,0,0,0,0,0.15620025851031213,0,0.785679409131399,0.029812344006888321,0,0
0,0.24444355593449632,0.037526127951510141,0,0,0.039974364236262355,0,0,0,0.21780195857779752,0,0.036545589254558052,0.074209958288163957,0.080722150306485829,0.26271568046688282
0,0,0,0,0,0.20803949329402041,0,0,0.04347235570871745,0,0,0.66080907494118901,0.075249680517333314,0,0
0,0,0,0,0,0,0,0,0,0,0,0.80948431547324873,0,0.18066719296206316,0
0.088332349394935658,0,0,0.094629048634849458,0,0,0,0,0.080770372863238293,0.4701153701865618,0,0.077127527957735767,0.096645425699731738,0.081922374611209367,0
0,0,0,0,0,0,0,0,0,0.52392412329331994,0,0.46740919820022825,0,0,0
0,0.083063769213355981,0,0.10200533546537933,0.19053251758123513,0,0,0,0,0.3344440241382981,0.059548998294897709,0,0.14686573494453001,0.075206272782807865,0
0.43854068823042242,0,0,0,0.091485294092751746,0,0,0,0,0.32743921662723119,0,0,0.12216441201352085,0,0
0,0.047393123816242354,0,0.11928392023046792,0,0.031655964074045112,0,0,0.042005615123493267,0.669987318396711,0.082531186632677153,0,0,0,0
0,0,0,0.048959938614405923,0,0,0,0,0,0.84990427404980184,0,0,0,0.048180142102727579,0.04031195574011523
0,0,0,0,0,0,0,0,0,0,0,0.99047617954966116,0,0,0
0.27606859170037434,0,0,0,0,0,0,0,0,0.70329647449845845,0,0,0,0,0
0,0,0,0,0.032239119169794182,0,0.04684096641724747,0,0,0.54606275092319856,0,0,0.29672595765576876,0,0.069900744788570182
0.056279678601517155,0,0,0,0,0,0,0,0,0.80589789295603886,0,0,0,0.12448908047771962,0
0,0,0,0,0,0,0.16899329486054807,0,0.10410402096552655,0.71334334591668136,0,0,0,0,0
0.23986602130937537,0,0,0.12724286393123502,0,0,0,0,0.049136850951464334,0.30761141230840727,0,0.035854066439142081,0.23376703497278681,0,0
0.25489421190434647,0,0,0,0,0,0.20344648740108345,0.10671742468922532,0,0.28651300612175645,0,0,0,0.13535695006988205,0
0.23306691784676328,0,0,0,0,0,0,0,0,0.067283679550236244,0,0.29677051312473213,0,0.24778787244389158,0.14705888153341248
0.52980525549533197,0,0,0.083203524912566232,0,0.11342290232979416,0,0.1046891684577712,0,0.15554579880343045,0,0,0,0,0
0.2370712457489228,0,0,0,0,0,0,0.26023889874716188,0,0.47916041007864768,0,0,0,0,0
0.054002947216757954,0,0,0,0,0,0,0,0,0.14558041329003274,0,0.78847633203871614,0,0,0
0.073755187673523626,0,0,0.10449489310004337,0,0.15097886570637181,0,0.094875843803359519,0.10485871983040719,0.17731077797577485,0,0.16705375080906343,0,0.12239061155725196,0
0.23148211647416347,0,0,0.25956463154493176,0,0,0,0.03759413794020907,0,0,0.072068684447021233,0,0.30270531488124963,0,0.088585101088718851
0.13074430267658552,0,0,0,0,0,0.18399547802054966,0,0,0.45178013377822435,0,0,0,0,0.2164258038407722
0,0,0,0,0,0,0,0.15661065075016173,0,0.15571804164503075,0.072095111962083791,0.064018283383852154,0.20651031250828653,0.17685579709983493,0.15578869257412298
0,0.035386891217948004,0,0,0,0,0,0,0,0.57105161499496104,0,0.29065436785664273,0,0.092997200917754819,0
0.28834518696153832,0,0,0,0,0,0,0,0,0.47506138076232002,0,0,0.18635404802201713,0,0.042679242280980974
0.084892886133436499,0,0.02342399948324381,0.191480941732625,0,0,0,0,0,0.33959922050012636,0,0.30764928690062227,0,0,0.047398100153015349
0.076372297123479344,0,0,0.077485141152680514,0,0.15630707770650187,0,0,0.14919739380699967,0.34542432780768628,0,0,0.1377308427492997,0.053250111591569116,0
0,0.081707318373197446,0,0,0,0,0,0,0.14264777675686854,0.29208173542141264,0.038595725970901655,0,0.16720486188960565,0.26576256750431138,0
0,0,0,0.21257358418620734,0,0,0,0,0,0,0,0,0,0.7575413275436147,0
0,0,0,0,0.20847075855555289,0,0,0,0,0.42481206262514581,0.17177218967288441,0.18631752801373805,0,0,0
0.18128440048847044,0,0,0,0,0.063607452058266012,0,0,0,0.092462178065609399,0,0.14788099845750671,0.50751858043264197,0,0
0,0,0,0,0,0,0,0.052078660841152882,0.14317945109458641,0.21163107318094121,0,0,0,0.21076062776524851,0.36874472495516963
0.42160514047042896,0,0,0.13604573644273793,0,0,0,0,0,0.18509610638705187,0,0.24910485981983083,0,0,0
0.32443311101298083,0,0,0,0.17474164243514867,0.24050484272630987,0,0,0,0.14214865267270579,0,0,0,0,0.10535122138813555
0,0,0,0,0,0.36620238734335236,0,0.10146943862258788,0,0,0,0,0,0.47518526297545649,0
0,0.042334000835777097,0,0,0,0.044992378817772891,0,0,0.25488800083829277,0.47897694787736411,0.01400581967001437,0,0,0.06952950883698486,0.090865620297394339
0.12307767594367171,0,0,0.30256588698420372,0,0,0,0.22509013365780692,0,0.32196797200497451,0.023078913050204715,0,0,0,0
0,0,0,0,0.065769251171668347,0,0,0,0,0,0.19878357208194361,0.29954987554980717,0,0.3170310599532748,0.10756679115104338
0,0,0,0,0.16853957745276743,0,0.12237235495861326,0,0.047118876478204751,0.42299027586103399,0,0,0.23181044580145271,0,0
0,0,0,0,0,0,0,0.26395613663786954,0,0.23661408371455872,0,0.22725290875742621,0,0.19370405638942548,0.06365798568222894
0.079518648663011671,0,0,0,0,0.12639769626479991,0,0,0,0.36461892247816835,0,0.4185194485756355,0,0,0
0,0,0,0,0,0,0.13969745564249092,0,0,0.57576939809612127,0,0,0.2697183080176237,0,0
0,0,0,0,0,0,0.10517359902721797,0,0.0379435690539804,0.43188076165752787,0,0,0.41509214834876007,0,0
0,0,0,0.12499221735905602,0,0,0,0,0,0.17907505429285517,0,0,0.61768763066145727,0.068467310870166914,0
0,0,0,0,0.043899730830048313,0,0,0,0,0.53900424611065301,0,0.22653900864564752,0.18139032592509927,0,0
0,0.065576671326324706,0,0,0,0,0.29557289546181897,0,0,0.59610455696887676,0,0,0.035106975888519409,0,0
0,0,0,0,0.16530810930167245,0,0.13979557168900519,0,0.15899802004043753,0.4562107294588203,0,0,0,0.073839609044631591,0
0.65844662188421088,0,0,0.06534535293216201,0,0,0,0,0,0.16450500169901908,0,0,0,0.097036345252558831,0
0.066404775788362763,0,0,0,0,0.24120955764628954,0,0,0,0.045131163925471708,0,0.57326185020612175,0.064733380181164646,0,0
0,0,0,0.044139512844996148,0.081593992152997133,0.085559677011289054,0.086287982745202108,0,0,0,0,0.32261287475021344,0.13019881910388761,0.09084465251687586,0.154275300085985
0,0,0,0,0,0,0.25986544830104424,0,0.24130887579187144,0.18762998828306393,0,0,0.30427743835825727,0,0
0,0,0,0,0.073471621365414186,0,0,0,0.4692379388840705,0,0,0,0,0.097070799533404514,0.34275929989080695
0,0.03154686401427912,0,0,0,0,0.17611928202872981,0.055853347183149923,0,0.72742699514107678,0,0,0,0,0
0,0,0,0.65156482008202432,0,0,0,0,0,0.31058994114539801,0.027034414649606178,0,0,0,0
0,0,0,0,0,0.052995916649152666,0,0,0,0,0,0.93387275341860321,0,0,0
0.06911715064852679,0,0.076834266056447567,0.12083168078327199,0,0,0,0,0.026649687653610938,0.18061416156148397,0.03346704294804656,0.15693633341024507,0.054202589952290783,0.15870985823218686,0.11927022076043603
0,0,0,0,0,0.28603864031417853,0,0,0,0.23458481020435337,0,0,0.45886370002457894,0,0
0.12820562250569317,0,0,0.025000797889071134,0.046971226222660256,0,0,0.03808759004888565,0,0.51025575108932375,0,0,0.22859214946565856,0,0.019183153096226035
0,0,0,0,0,0.037194562247136013,0,0,0.083459136635666106,0.086089419845559595,0,0.69851692326056913,0.085730939864953712,0,0
0.067486279865862558,0,0,0.096712341119994952,0,0.016112602669658312,0,0,0,0.33257127265538927,0,0.41726519205230239,0,0,0.06408307197183824
0,0,0,0.1611932379175236,0,0,0,0,0,0.13850583298503277,0,0.68520657512683714,0,0,0
0.36819908606423074,0,0,0.15995022123932665,0,0,0,0,0.077593147863463011,0.32143418271130358,0,0,0,0,0.060702133174647933
0.17387560071345104,0,0,0,0,0,0,0,0,0.40745148074598347,0,0,0,0.1621006362554594,0.24323892347819465
0.40235140147742759,0,0.025771164276812742,0,0.17506740573090135,0,0,0,0,0.23887274729314947,0.098186243884008761,0,0,0,0.052343617838233034
0.40961419950766659,0.13030336808673348,0,0,0,0.085558599131528287,0.057529219318778746,0,0,0.30624191613863538,0,0,0,0,0
0,0,0,0.18146157852495265,0.10168671990228541,0,0.22955231080982716,0.049804424258804623,0,0.37260631046909615,0.058437031129573422,0,0,0,0
0.47495529815456761,0,0,0.17411087444244813,0,0,0,0,0.2223588895118194,0.11729287033190042,0,0,0,0,0
0,0,0,0,0,0,0.13049170666586327,0,0,0.1510594211635139,0,0.17548409947820925,0,0.51852029836485125,0
0,0,0,0.10049946383416208,0,0.22154181798503753,0,0,0.1435555259933417,0.3757617111973956,0.04572771432125021,0,0.10338994506543778,0,0
0.15040548595936432,0,0,0,0.46500494728858871,0.11426066521766864,0,0,0,0.12752426091192121,0.042623805958727022,0.095669552499022592,0,0,0
0.27397637668525326,0.19301168605010308,0,0.14294263282132735,0,0.25809681770617582,0,0,0,0.065001447933119211,0,0,0,0,0.057880120353850179
0.29638335447154046,0,0,0.27948949919583665,0,0,0,0,0.04425583663108789,0.36700579269231909,0,0,0,0,0
0,0,0.10943977962525907,0.20316926205627669,0,0,0,0,0.28398540274111178,0.38780268526184553,0,0,0,0,0
0,0,0.16410380868571967,0.045430677372607503,0.032670836385915232,0,0,0,0,0.66368448036533101,0,0.047343285414595267,0.038658791070377119,0,0
0,0.067177969237158172,0,0,0,0,0,0,0,0.79704735669110716,0,0,0.12698344794250949,0,0
0.039031678279952541,0,0,0.075032507061457351,0,0.12627918818835601,0,0,0.1887684014082531,0.56149854182782111,0,0,0,0,0
0.12921432860733192,0,0,0,0,0,0,0,0,0,0,0.71442206365439287,0,0.14888696476749738,0
0,0,0,0.085472006310045937,0,0.076936989441100292,0,0,0,0.28223056701455551,0,0.47711636375174965,0.064059660426142931,0,0
0.10626164273500421,0,0,0,0,0,0,0,0,0.69130929930465779,0,0,0,0,0.19418162867465963
0.35025399797735862,0,0,0,0,0.088516584151365985,0,0.10329976851149349,0,0,0,0,0.21258018518308514,0.2251474248511143,0
0,0,0,0.08314854234235329,0,0,0.038006868451366201,0,0.48086412959569447,0,0,0,0.30677423679532972,0,0.085306508387326202
0.059856911833068252,0,0,0,0,0,0,0,0.064670030590863889,0,0.17191800047577618,0,0,0.68609471718846715,0
0,0,0,0.21906927104909282,0,0,0,0,0,0.048937924332063495,0,0.72478559025277056,0,0,0
0.081651736785807616,0,0,0,0,0,0,0,0,0.1401189032721272,0,0.76797294193320986,0,0,0
0.54230374162391848,0,0,0,0,0,0,0,0,0,0,0.17253503611050089,0,0.23972556699623879,0.036152941690615212
0.11375736856013416,0.10962728366914416,0,0,0,0,0,0.17015309243307092,0.14440500029343009,0.44756448992210096,0,0,0,0,0
0.22460167425717539,0,0,0,0,0,0,0,0,0.75695858903608659,0,0,0,0,0
0,0,0,0,0,0,0.3587258878754736,0.12476178836898955,0.24872704262815712,0.25420500766826215,0,0,0,0,0
0,0,0,0,0.033543463297539391,0.21998065104935849,0,0,0.037373305706497661,0.6998198677576748,0,0,0,0,0
0.44159670856844641,0.043203632234395613,0,0,0,0,0,0.043761120254147065,0,0.23952718137846699,0,0,0.22098238766051431,0,0
0,0,0,0,0,0,0,0.035242618762478396,0,0,0,0.95162604705803744,0,0,0
0.17159797517705566,0,0,0.090631953229610998,0,0,0,0,0.11594681858130332,0.46338095407844704,0.069966867119439557,0,0,0,0.079903987346292352
0,0.56866975849208556,0,0,0,0,0,0.1860883413000754,0,0,0,0,0.24014635001326931,0,0
0,0,0,0,0,0.054667795611403447,0,0,0,0.059045853838925355,0,0.8757600256663377,0,0,0
0.69024476932749346,0,0,0,0,0,0,0.12913325329973327,0.098654921654485181,0,0,0.065300372143088051,0,0,0
0.19137498774575804,0,0,0,0,0,0,0,0,0,0.033656559351904487,0.76337423963216022,0,0,0
0.48274255317756698,0,0,0,0,0,0.095931380660657581,0,0,0.16163111442536671,0,0,0.24559237588138763,0,0
0.44415487561678674,0,0,0.11280254197887771,0,0,0,0,0.056495536355568518,0,0,0,0.055616567983244297,0.32405761506928749,0
0.47023434376679674,0,0,0,0,0.10898266491554642,0,0,0,0.40173535446102016,0,0,0,0,0
0.38016958544972745,0,0,0,0,0,0.11760988566204415,0,0,0.48842739638666233,0,0,0,0,0
0,0,0.13636028795642388,0,0.054851137453228317,0,0,0,0.26067332857344871,0.37075366420061928,0,0.17211222730337369,0,0,0
0,0,0,0,0,0,0.22732312761474235,0,0.061558260467810905,0,0,0,0,0.69334080719655689,0
0,0,0,0,0,0.23425769653322409,0.068783214935897383,0,0,0,0,0,0,0.67590643104815185,0
0,0.41080157946454382,0,0,0,0,0.18419548181866996,0,0,0,0.066832062432066283,0,0.32900419903359041,0,0
0.26157335158264144,0,0,0,0,0,0,0,0,0.65126414366753504,0,0,0,0,0.075397790308677964
0,0,0,0,0,0.59307122057893924,0,0,0,0.25150988912389199,0.095947800033528402,0,0.049561162781170495,0,0
0,0,0.023140913914628074,0.034177753505397861,0,0,0.40979836011187742,0,0,0.49417213934250148,0,0,0,0.032480295254397475,0
0.06587758573226668,0,0,0,0,0.38129571899177639,0,0,0.053470418176231306,0,0.17206328772272034,0.13575680591077993,0,0.13786341482638001,0.044316028707365659
0,0.2752443276317299,0,0,0,0.05624770945250096,0.66123522477803709,0,0,0,0,0,0,0,0
